备货单号,第三方单号,运输方式,发货仓,中转仓,收货仓,备货单状态,sku,第三方sku,品类,箱号,装箱数量,分配的收货数量,成本价,创建人,销售部门,发货时间,整箱到货
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_WR_S,AML010518_WR_S,服装/服饰配件->情趣服装->女式->性感上衣,14849963,15,,13.982,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_WR_S,AML010518_WR_S,服装/服饰配件->情趣服装->女式->性感上衣,14849976,16,,13.982,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_DH637_XL,AMH029040_DH637_XL,服装/服饰配件->情趣服装->女式->性感连体衣,14849976,38,,25.403,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_SKB_S,AML009944_SKB_S,服装/服饰配件->情趣服装->女式->性感连体衣,14849976,15,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_B_XXL,AML009944_B_XXL,服装/服饰配件->情趣服装->女式->性感连体衣,14849976,10,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_NB_S,AML010143_NB_S,服装/服饰配件->情趣服装->女式->性感连衣裙,14850409,20,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_NB_XL,AML010143_NB_XL,服装/服饰配件->情趣服装->女式->性感连衣裙,14850409,10,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_BP_M,AML010518_BP_M,服装/服饰配件->情趣服装->女式->性感上衣,14850409,17,,13.982,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_SKB_L,AML009944_SKB_L,服装/服饰配件->情趣服装->女式->性感连体衣,14850409,11,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010507_B_XL,AML010507_B_XL,服装/服饰配件->情趣服装->女式->性感套装,14850409,20,,15.292,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_SKB_M,AML009944_SKB_M,服装/服饰配件->情趣服装->女式->性感连体衣,14850409,15,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_B_M,AML010518_B_M,服装/服饰配件->情趣服装->女式->性感上衣,14850409,3,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_B_S,AML010117_B_S,服装/服饰配件->情趣服装->女式->性感套装,14850413,20,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_NB_M,AML010143_NB_M,服装/服饰配件->情趣服装->女式->性感连衣裙,14850413,20,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_SKB_XXL,AML009944_SKB_XXL,服装/服饰配件->情趣服装->女式->性感连体衣,14850413,10,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_NB_XS,AML010143_NB_XS,服装/服饰配件->情趣服装->女式->性感连衣裙,14850413,5,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_B_L,AML009944_B_L,服装/服饰配件->情趣服装->女式->性感连体衣,14850413,10,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010507_WR_S,AML010507_WR_S,服装/服饰配件->情趣服装->女式->性感套装,14850413,15,,15.292,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_B_XL,AML010518_B_XL,服装/服饰配件->情趣服装->女式->性感上衣,14850413,7,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_DH637_M,AMH029040_DH637_M,服装/服饰配件->情趣服装->女式->性感连体衣,14850431,69,,25.403,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_DH637_L,AMH029040_DH637_L,服装/服饰配件->情趣服装->女式->性感连体衣,14850439,60,,25.403,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML009944_SKB_XL,AML009944_SKB_XL,服装/服饰配件->情趣服装->女式->性感连体衣,14850439,10,,25.805,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_TR_XS,AML010143_TR_XS,服装/服饰配件->情趣服装->女式->性感连衣裙,14850440,7,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_TR_L,AML010143_TR_L,服装/服饰配件->情趣服装->女式->性感连衣裙,14850440,25,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_TR_XL,AML010143_TR_XL,服装/服饰配件->情趣服装->女式->性感连衣裙,14850440,15,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_TR_XXL,AML010143_TR_XXL,服装/服饰配件->情趣服装->女式->性感连衣裙,14850440,14,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_W_M,AML010117_W_M,服装/服饰配件->情趣服装->女式->性感套装,14850440,10,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_W_M,AML010117_W_M,服装/服饰配件->情趣服装->女式->性感套装,14850454,20,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_RR_S,AMH029040_RR_S,服装/服饰配件->情趣服装->女式->性感连体衣,14850454,40,,26.354,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_B_S,AML010518_B_S,服装/服饰配件->情趣服装->女式->性感上衣,14850454,20,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_B_S,AML010518_B_S,服装/服饰配件->情趣服装->女式->性感上衣,14850465,113,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_RR_XXL,AMH029040_RR_XXL,服装/服饰配件->情趣服装->女式->性感连体衣,14850465,15,,26.354,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_RR_XXL,AMH029040_RR_XXL,服装/服饰配件->情趣服装->女式->性感连体衣,14850469,20,,26.354,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_CH_XXL,AML010518_CH_XXL,服装/服饰配件->情趣服装->女式->性感上衣,14850469,30,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_BP_XXL,AML010518_BP_XXL,服装/服饰配件->情趣服装->女式->性感上衣,14850469,31,,13.982,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_WR_XL,AML010518_WR_XL,服装/服饰配件->情趣服装->女式->性感上衣,14850477,23,,13.982,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_W_L,AML010117_W_L,服装/服饰配件->情趣服装->女式->性感套装,14850477,15,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_NB_L,AML010143_NB_L,服装/服饰配件->情趣服装->女式->性感连衣裙,14850477,20,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_BP_S,AML010518_BP_S,服装/服饰配件->情趣服装->女式->性感上衣,14850477,26,,13.982,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_NB_XXL,AML010143_NB_XXL,服装/服饰配件->情趣服装->女式->性感连衣裙,14850477,8,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_B_L,AML010117_B_L,服装/服饰配件->情趣服装->女式->性感套装,14850489,20,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMK010600_B02_XL,AMK010600_B02_XL,服装/服饰配件->内衣->女式->打底连体衣,14850489,30,,22.029,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_RR_L,AMH029040_RR_L,服装/服饰配件->情趣服装->女式->性感连体衣,14850489,25,,26.354,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_RR_L,AMH029040_RR_L,服装/服饰配件->情趣服装->女式->性感连体衣,14850492,25,,26.354,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010143_TR_M,AML010143_TR_M,服装/服饰配件->情趣服装->女式->性感连衣裙,14850492,25,,27.327,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_CH_M,AML010518_CH_M,服装/服饰配件->情趣服装->女式->性感上衣,14850492,40,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_CH_M,AML010518_CH_M,服装/服饰配件->情趣服装->女式->性感上衣,14850504,7,,14.673,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_ARG_XXL,AMH029040_ARG_XXL,服装/服饰配件->情趣服装->女式->性感连体衣,14850504,34,,26.354,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_B_M,AML010117_B_M,服装/服饰配件->情趣服装->女式->性感套装,14850504,20,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067810,IBBNB25121800001,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010117_B_M,AML010117_B_M,服装/服饰配件->情趣服装->女式->性感套装,14850512,30,,30.475,方琼b,,"2025-12-19 19:29:04",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT1_S,00466991612477,服装/服饰配件->家居服->女式->睡衣套装,14830701,5,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT1_L,00464578320074,服装/服饰配件->家居服->女式->睡衣套装,14830701,17,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT10_M,463608167603,服装/服饰配件->家居服->女式->睡衣套装,14830701,15,,29.894,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT10_XL,467231974706,服装/服饰配件->家居服->女式->睡衣套装,14830701,10,,29.894,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT1_XXL,00462110369543,服装/服饰配件->家居服->女式->睡衣套装,14830701,15,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT1_XXL,00462110369543,服装/服饰配件->家居服->女式->睡衣套装,14830719,5,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT15_S,00467161051003,服装/服饰配件->家居服->女式->睡衣套装,14830719,5,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT1_M,00465079598214,服装/服饰配件->家居服->女式->睡衣套装,14830719,20,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT1_XL,00468391459928,服装/服饰配件->家居服->女式->睡衣套装,14830719,20,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT15_M,00463991439059,服装/服饰配件->家居服->女式->睡衣套装,14830762,22,,29.116,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067859,4444417WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY005984_PAT10_L,466609234374,服装/服饰配件->家居服->女式->睡衣套装,14830762,30,,29.894,王凤梅,,"2025-12-19 22:21:01",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006942_MGT_M,465687034890,服装/服饰配件->家居服->女式->睡裙,14834250,20,,21.947,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010117_B_S,00467181850174,服装/服饰配件->情趣服装->女式->性感套装,14834250,10,,27.912,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_XXL,462912182548,服装/服饰配件->家居服->女式->睡衣套装,14834250,10,,53.152,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_S,465329413601,服装/服饰配件->家居服->女式->睡衣套装,14834250,3,,53.152,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_S,465329413601,服装/服饰配件->家居服->女式->睡衣套装,14834277,2,,53.152,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP5_S,463112898536,服装/服饰配件->家居服->女式->睡衣套装,14834277,14,,58.058,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010004_B_S,00464070743562,服装/服饰配件->情趣服装->女式->性感套装,14834277,35,,22.088,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_W_5XL,00464448760979,服装/服饰配件->情趣服装->女式->性感连衣裙,14834277,5,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_DP_S,465132369089,服装/服饰配件->情趣服装->女式->性感连衣裙,14834277,10,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010004_B_XXL,00464070718461,服装/服饰配件->情趣服装->女式->性感套装,14834290,40,,22.088,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_L,00460288728803,服装/服饰配件->家居服->女式->睡裙,14834290,17,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_DP_S,465132369089,服装/服饰配件->情趣服装->女式->性感连衣裙,14834290,20,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_W_S,468919751732,服装/服饰配件->情趣服装->女式->性感连衣裙,14834290,40,,17.379,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010004_B_XL,00464070740554,服装/服饰配件->情趣服装->女式->性感套装,14834323,45,,22.088,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_S,00460288722863,服装/服饰配件->家居服->女式->睡裙,14834323,9,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_XXL,00460288729749,服装/服饰配件->家居服->女式->睡裙,14834323,27,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_DP_XL,467662121533,服装/服饰配件->情趣服装->女式->性感连衣裙,14834339,60,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_M,00460288728797,服装/服饰配件->家居服->女式->睡裙,14834339,20,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_L,463279751460,服装/服饰配件->家居服->女式->睡衣套装,14834339,4,,56.106,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_L,463279751460,服装/服饰配件->家居服->女式->睡衣套装,14834355,22,,56.106,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_L,463279751460,服装/服饰配件->家居服->女式->睡衣套装,14834408,14,,56.106,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_XL,00460288724799,服装/服饰配件->家居服->女式->睡裙,14834408,17,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_XXXL,00467618826208,服装/服饰配件->家居服->女式->睡裙,14834408,4,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_XXXL,00467618826208,服装/服饰配件->家居服->女式->睡裙,14834409,6,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_XL,469298089690,服装/服饰配件->家居服->女式->睡衣套装,14834409,19,,53.152,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_XL,469298089690,服装/服饰配件->家居服->女式->睡衣套装,14834421,1,,53.152,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_DP_M,465218100094,服装/服饰配件->情趣服装->女式->性感连衣裙,14834421,50,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010117_B_M,00466054898510,服装/服饰配件->情趣服装->女式->性感套装,14834421,55,,27.912,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010117_B_M,00466054898510,服装/服饰配件->情趣服装->女式->性感套装,14834429,5,,27.912,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006942_MGT_S,465549470736,服装/服饰配件->家居服->女式->睡裙,14834429,14,,21.947,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY006462_PAT5_4XL,00467281133061,服装/服饰配件->家居服->女式->睡裙,14834429,20,,22.31,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_W_XXXXL,00465990826670,服装/服饰配件->情趣服装->女式->性感连衣裙,14834429,5,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010117_B_L,00465816696739,服装/服饰配件->情趣服装->女式->性感套装,14834429,25,,27.912,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_DP_L,463737599818,服装/服饰配件->情趣服装->女式->性感连衣裙,14834429,10,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007530_GP10_M,462811580834,服装/服饰配件->家居服->女式->睡衣套装,14834447,10,,56.106,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_W_M,461540374424,服装/服饰配件->情趣服装->女式->性感连衣裙,14834447,32,,17.379,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010117_B_XL,00464211700652,服装/服饰配件->情趣服装->女式->性感套装,14834447,20,,27.912,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007906_XH29_XL,00461566903790,服装/服饰配件->家居服->女式->睡裙,14834447,4,,23.429,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AMY007906_XH29_XL,00461566903790,服装/服饰配件->家居服->女式->睡裙,14834460,20,,23.429,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010117_B_XXL,00466526841778,服装/服饰配件->情趣服装->女式->性感套装,14834460,15,,27.912,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AM003873_DP_XXL,467895926301,服装/服饰配件->情趣服装->女式->性感连衣裙,14834460,29,,18.159,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010004_B_M,00464070745863,服装/服饰配件->情趣服装->女式->性感套装,14834460,35,,22.088,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010004_B_M,00464070745863,服装/服饰配件->情趣服装->女式->性感套装,14834479,65,,22.088,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067860,4444421WFA,快船-C,东莞仓,,沃尔玛WFS仓,完结订单,AML010004_B_L,00464070730913,服装/服饰配件->情趣服装->女式->性感套装,14834479,75,,22.088,王凤梅,,"2025-12-19 22:39:12",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_W_L,AML010518_W_L,服装/服饰配件->情趣服装->女式->性感上衣,14850580,140,,14.673,方琼b,,"2025-12-19 19:30:01",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_WR_L,AML010518_WR_L,服装/服饰配件->情趣服装->女式->性感上衣,14850634,46,,13.982,方琼b,,"2025-12-19 19:30:01",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_W_M,AML010518_W_M,服装/服饰配件->情趣服装->女式->性感上衣,14850634,80,,14.673,方琼b,,"2025-12-19 19:30:01",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_W_M,AML010518_W_M,服装/服饰配件->情趣服装->女式->性感上衣,14850635,10,,14.673,方琼b,,"2025-12-19 19:30:01",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_ARG_M,AMH029040_ARG_M,服装/服饰配件->情趣服装->女式->性感连体衣,14850635,35,,26.354,方琼b,,"2025-12-19 19:30:01",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AML010518_CH_L,AML010518_CH_L,服装/服饰配件->情趣服装->女式->性感上衣,14850635,35,,14.673,方琼b,,"2025-12-19 19:30:01",整箱未上架
TP0067868,IBBNB25121900002,快船-C,东莞仓,,出口易美东三仓,完结订单,AMH029040_SKB_S,AMH029040_SKB_S,服装/服饰配件->情趣服装->女式->性感连体衣,14850636,70,,26.354,方琼b,,"2025-12-19 19:30:01",整箱未上架
